"Catalogo de sismos - Servicio Sismologico Nacional (SSN) | UNAM - Mexico. DOI: 10.21766/SSNMX/EC/MX"
"Informacion sujeta a cambios. Archivo generado el 2025-04-29 a las 17:50:55 (tiempo del centro de Mexico)."
"Sismicidad del 1965-09-01 al 2023-12-31, mag. 5.5 a 9.9, todas las profundidades, lat. 15.13 a 32.26, long. -118.0 a -85.0."
"Total: 375 eventos."
Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,"Referencia de localizacion","Fecha UTC","Hora UTC","Estatus"
1999-11-21,00:45:45,5.6,20.36,-109.71,10.0,"281 km al SUR de CABO SAN LUCAS, BCS",1999-11-21,06:45:45,revisado
1999-12-28,23:19:46,6.1,18.02,-101.68,82.0,"44 km al NOROESTE de ZIHUATANEJO, GRO",1999-12-29,05:19:46,revisado
2000-02-21,10:29:40,5.6,18.76,-107.05,13.0,"267 km al OESTE de CIHUATLAN, JAL",2000-02-21,16:29:40,revisado
2000-07-21,01:13:39,6.0,18.09,-98.97,48.0,"45 km al SUROESTE de CHIAUTLA DE TAPIA, PUE",2000-07-21,06:13:39,revisado
2000-08-09,06:41:47,7.0,17.99,-102.66,16.0,"35 km al OESTE de LA MIRA, MICH",2000-08-09,11:41:47,revisado
2000-10-17,15:00:41,5.8,15.38,-92.51,168.0,"27 km al NORTE de HUIXTLA, CHIS",2000-10-17,20:00:41,revisado
2000-12-08,10:56:13,5.5,22.83,-108.35,15.0,"142 km al ESTE de SAN JOSE DEL CABO, BCS",2000-12-08,16:56:13,revisado
2001-01-08,19:46:14,6.1,15.34,-93.24,66.0,"38 km al SUR de PIJIJIAPAN, CHIS",2001-01-09,01:46:14,revisado
2001-04-29,15:26:56,6.2,18.51,-104.71,10.0,"73 km al SUROESTE de MANZANILLO, COL",2001-04-29,21:26:56,revisado
2001-05-19,23:21:37,6.5,18.64,-105.12,12.0,"88 km al SUROESTE de CIHUATLAN, JAL",2001-05-20,04:21:37,revisado
2001-05-29,13:47:56,5.5,19.34,-108.96,38.0,"405 km al SUR de CABO SAN LUCAS, BCS",2001-05-29,18:47:56,revisado
2001-08-28,13:17:37,5.5,15.96,-94.14,43.0,"40 km al SUROESTE de ARRIAGA , CHIS",2001-08-28,18:17:37,revisado
2001-10-07,21:39:19,6.1,16.94,-100.14,4.0,"9 km al SUROESTE de COYUCA DE BENITEZ, GRO",2001-10-08,03:39:19,revisado
2001-11-10,11:09:13,5.9,15.96,-98.17,9.0,"44 km al SUROESTE de PINOTEPA NACIONAL, OAX",2001-11-10,17:09:13,revisado
2001-11-13,03:47:34,5.8,22.31,-107.12,16.0,"125 km al SUROESTE de MAZATLAN, SIN",2001-11-13,09:47:34,revisado
2001-11-28,08:32:36,6.4,15.41,-93.64,36.0,"55 km al SUROESTE de PIJIJIAPAN, CHIS",2001-11-28,14:32:36,revisado
2001-12-08,17:36:10,5.7,32.04,-114.91,10.0,"33 km al SURESTE de GPE VICTORIA(KM.43), BC",2001-12-08,23:36:10,revisado
2002-01-16,17:09:55,6.7,15.43,-93.55,76.0,"46 km al SUROESTE de PIJIJIAPAN, CHIS",2002-01-16,23:09:55,revisado
2002-01-30,02:42:04,5.6,18.1,-95.97,109.0,"9 km al OESTE de LOMA BONITA, OAX",2002-01-30,08:42:04,revisado
2002-02-22,13:32:44,5.5,32.2,-115.14,5.0,"10 km al SUROESTE de GPE VICTORIA(KM.43), BC",2002-02-22,19:32:44,revisado
2002-04-18,00:02:45,6.5,16.77,-101.12,22.0,"72 km al SUROESTE de TECPAN, GRO",2002-04-18,05:02:45,revisado
2002-04-18,12:57:19,6.0,16.66,-101.89,12.0,"115 km al SUROESTE de ZIHUATANEJO, GRO",2002-04-18,17:57:19,revisado
2002-04-18,13:00:38,5.5,16.84,-101.62,16.0,"85 km al SUROESTE de PETATLAN, GRO",2002-04-18,18:00:38,revisado
2002-06-07,12:00:52,5.6,15.91,-96.97,23.0,"12 km al NORESTE de PUERTO ESCONDIDO, OAX",2002-06-07,17:00:52,revisado
2002-06-19,16:50:08,5.5,16.24,-98.09,8.0,"12 km al SUROESTE de PINOTEPA NACIONAL, OAX",2002-06-19,21:50:08,revisado
2002-10-03,11:08:28,6.2,23.22,-108.73,35.0,"102 km al ESTE de SAN JOSE DEL CABO, BCS",2002-10-03,16:08:28,revisado
2002-10-11,09:41:23,5.8,15.37,-96.04,8.0,"45 km al SUR de CRUCECITA, OAX",2002-10-11,14:41:23,revisado
2002-12-09,21:09:35,5.5,17.41,-101.26,29.0,"14 km al SUR de PETATLAN, GRO",2002-12-10,03:09:35,revisado
2003-01-21,20:06:34,7.6,18.6,-104.22,9.0,"46 km al SUROESTE de CD DE ARMERIA, COL",2003-01-22,02:06:34,revisado
2003-01-22,13:41:42,5.8,18.74,-104.55,16.0,"42 km al SUROESTE de MANZANILLO, COL",2003-01-22,19:41:42,revisado
2003-02-01,10:30:59,5.8,16.51,-93.23,216.0,"20 km al SUROESTE de SUCHIAPA, CHIS",2003-02-01,16:30:59,revisado
2003-02-16,22:41:57,5.5,18.81,-105.14,16.0,"77 km al SUROESTE de CIHUATLAN, JAL",2003-02-17,04:41:57,revisado
2003-03-12,17:41:42,6.5,26.51,-110.04,12.0,"53 km al SUROESTE de HUATABAMPO, SON",2003-03-12,23:41:42,revisado
2003-05-19,11:27:11,6.2,17.72,-105.7,10.0,"206 km al SUROESTE de CIHUATLAN, JAL",2003-05-19,16:27:11,revisado
2003-08-25,18:25:03,5.5,18.73,-106.69,16.0,"231 km al OESTE de CIHUATLAN, JAL",2003-08-25,23:25:03,revisado
2003-11-11,22:54:59,5.9,29.41,-113.61,16.0,"167 km al NORESTE de GUERRERO NEGRO, BCS",2003-11-12,04:54:59,revisado
2004-01-01,17:31:49,6.3,17.34,-101.42,6.0,"27 km al SUROESTE de PETATLAN, GRO",2004-01-01,23:31:49,revisado
2004-01-01,17:58:02,5.8,17.3,-101.36,14.0,"28 km al SUROESTE de PETATLAN, GRO",2004-01-01,23:58:02,revisado
2004-01-13,15:28:58,5.7,15.99,-97.15,16.0,"17 km al NOROESTE de PUERTO ESCONDIDO, OAX",2004-01-13,21:28:58,revisado
2004-02-18,04:59:20,5.7,24.02,-108.83,16.0,"139 km al NORESTE de SAN JOSE DEL CABO, BCS",2004-02-18,10:59:20,revisado
2004-06-14,17:54:21,6.4,16.22,-98.16,10.0,"18 km al SUROESTE de PINOTEPA NACIONAL, OAX",2004-06-14,22:54:21,revisado
2004-08-07,06:49:12,5.9,17.05,-95.43,110.0,"46 km al NOROESTE de MATIAS ROMERO, OAX",2004-08-07,11:49:12,revisado
2004-08-18,04:03:10,5.7,16.24,-95.15,51.0,"8 km al NORESTE de SALINA CRUZ, OAX",2004-08-18,09:03:10,revisado
2004-09-24,09:43:18,5.6,28.44,-112.81,35.0,"133 km al NOROESTE de SANTA ROSALIA, BCS",2004-09-24,14:43:18,revisado
2005-02-27,19:05:59,5.6,18.76,-104.6,7.0,"44 km al SUROESTE de MANZANILLO, COL",2005-02-28,01:05:59,revisado
2005-05-08,12:07:35,5.9,20.71,-109.36,20.0,"248 km al SUR de CABO SAN LUCAS, BCS",2005-05-08,17:07:35,revisado
2005-06-05,03:28:50,5.5,23.67,-108.66,7.0,"127 km al NORESTE de SAN JOSE DEL CABO, BCS",2005-06-05,08:28:50,revisado
2005-06-27,06:35:46,5.9,18.86,-107.26,20.0,"287 km al OESTE de CIHUATLAN, JAL",2005-06-27,11:35:46,revisado
2005-08-13,21:51:58,5.8,15.99,-98.4,15.0,"54 km al SUROESTE de PINOTEPA NACIONAL, OAX",2005-08-14,02:51:58,revisado
2006-01-04,02:32:37,6.6,28.38,-112.51,15.0,"113 km al SUROESTE de M ALEMAN(LA DOCE), SON",2006-01-04,08:32:37,revisado
2006-04-03,21:30:27,5.6,18.88,-106.86,13.0,"245 km al OESTE de CIHUATLAN, JAL",2006-04-04,02:30:27,revisado
2006-09-10,09:56:09,5.7,26.25,-87.26,10.0,"555 km al NORTE de ISLA MUJERES, QR",2006-09-10,14:56:09,revisado
2006-11-19,00:59:03,5.6,18.33,-104.36,13.0,"79 km al SUROESTE de CD DE ARMERIA, COL",2006-11-19,06:59:03,revisado
2007-03-12,20:58:58,5.8,26.45,-110.94,19.0,"63 km al NORESTE de LORETO, BCS",2007-03-13,02:58:58,revisado
2007-04-13,00:42:23,5.6,17.13,-100.38,34.0,"10 km al SURESTE de ATOYAC DE ALVAREZ, GRO",2007-04-13,05:42:23,revisado
2007-07-05,20:09:21,6.2,16.32,-94.02,94.0,"16 km al NOROESTE de ARRIAGA , CHIS",2007-07-06,01:09:21,revisado
2007-09-01,14:14:20,6.3,24.91,-109.97,2.0,"92 km al NORESTE de LA PAZ, BCS",2007-09-01,19:14:20,revisado
2007-11-06,00:35:40,5.6,16.93,-100.11,3.0,"9 km al SUROESTE de COYUCA DE BENITEZ, GRO",2007-11-06,06:35:40,revisado
2007-11-26,11:41:40,5.6,15.28,-93.36,87.0,"48 km al SUROESTE de PIJIJIAPAN, CHIS",2007-11-26,17:41:40,revisado
2007-11-26,15:56:12,5.6,18.65,-101.7,54.0,"59 km al SURESTE de NUEVA ITALIA, MICH",2007-11-26,21:56:12,revisado
2008-02-12,06:50:18,6.5,16.19,-94.56,96.0,"43 km al SURESTE de UNION HIDALGO, OAX",2008-02-12,12:50:18,revisado
2008-09-23,21:33:04,6.4,17.64,-105.61,16.0,"208 km al SUROESTE de MANZANILLO, COL",2008-09-24,02:33:04,revisado
2009-01-05,04:59:30,5.5,23.82,-108.94,19.0,"115 km al NORESTE de SAN JOSE DEL CABO, BCS",2009-01-05,10:59:30,revisado
2009-04-27,11:46:27,5.7,16.88,-99.62,6.0,"26 km al NOROESTE de SAN MARCOS, GRO",2009-04-27,16:46:27,revisado
2009-05-22,14:24:18,5.7,18.11,-98.46,62.0,"26 km al SURESTE de CHIAUTLA DE TAPIA, PUE",2009-05-22,19:24:18,revisado
2009-06-03,16:37:37,5.6,19.72,-109.21,8.0,"358 km al SUR de CABO SAN LUCAS, BCS",2009-06-03,21:37:37,revisado
2009-08-03,12:59:56,6.5,28.85,-112.74,10.0,"123 km al OESTE de M ALEMAN(LA DOCE), SON",2009-08-03,17:59:56,revisado
2009-08-03,13:40:54,5.8,29.42,-113.5,10.0,"171 km al NORESTE de GUERRERO NEGRO, BCS",2009-08-03,18:40:54,revisado
2009-08-05,04:13:32,5.5,29.16,-112.17,23.0,"76 km al NOROESTE de M ALEMAN(LA DOCE), SON",2009-08-05,09:13:32,revisado
2009-09-18,13:46:07,5.6,19.2,-108.53,10.0,"379 km al SUROESTE de PUERTO VALLARTA, JAL",2009-09-18,18:46:07,revisado
2009-09-24,02:16:24,5.5,18.77,-107.01,20.0,"263 km al OESTE de CIHUATLAN, JAL",2009-09-24,07:16:24,revisado
2009-10-29,04:52:58,5.5,18.95,-95.69,20.0,"21 km al NORESTE de ALVARADO, VER",2009-10-29,10:52:58,revisado
2010-02-08,18:47:40,5.8,15.89,-96.86,40.0,"22 km al ESTE de PUERTO ESCONDIDO, OAX",2010-02-09,00:47:40,revisado
2010-02-23,04:52:15,5.5,15.93,-91.11,25.0,"102 km al SURESTE de LAS MARGARITAS, CHIS",2010-02-23,10:52:15,revisado
2010-06-30,02:22:27,6.0,16.24,-97.99,4.0,"13 km al SURESTE de PINOTEPA NACIONAL, OAX",2010-06-30,07:22:27,revisado
2010-08-23,21:11:55,6.1,18.44,-107.27,14.0,"299 km al SUROESTE de CIHUATLAN, JAL",2010-08-24,02:11:55,revisado
2010-09-14,18:32:01,5.5,21.49,-105.93,16.0,"78 km al SUROESTE de V HIDALGO(EL NUEVO), NAY",2010-09-14,23:32:01,revisado
2010-10-19,23:09:42,5.9,24.73,-109.23,10.0,"120 km al SUROESTE de G LEYVA SOLANO (BENITO JUAREZ), SIN",2010-10-20,04:09:42,revisado
2010-10-19,23:15:31,5.6,25.09,-109.23,10.0,"81 km al SUROESTE de LOS MOCHIS, SIN",2010-10-20,04:15:31,revisado
2010-10-20,01:58:12,5.8,24.67,-109.13,6.0,"120 km al SUROESTE de GUASAVE, SIN",2010-10-20,06:58:12,revisado
2010-10-21,12:53:11,6.5,24.65,-109.41,8.0,"107 km al NORESTE de LA PAZ, BCS",2010-10-21,17:53:11,revisado
2011-01-21,19:27:35,5.5,15.72,-104.15,10.0,"321 km al SUROESTE de LA MIRA, MICH",2011-01-22,01:27:35,revisado
2011-02-25,07:07:28,6.0,17.69,-95.21,135.0,"34 km al SUROESTE de SAYULA DE ALEMAN, VER",2011-02-25,13:07:28,revisado
2011-04-07,08:11:22,6.7,17.22,-94.32,171.0,"80 km al SUROESTE de LAS CHOAPAS, VER",2011-04-07,13:11:22,revisado
2011-04-26,06:07:28,5.5,16.71,-99.68,8.0,"29 km al SURESTE de ACAPULCO, GRO",2011-04-26,11:07:28,revisado
2011-05-05,08:24:07,5.5,16.61,-98.91,12.0,"54 km al OESTE de OMETEPEC, GRO",2011-05-05,13:24:07,revisado
2011-07-26,12:44:18,5.9,25.11,-109.64,13.0,"100 km al SUROESTE de LOS MOCHIS, SIN",2011-07-26,17:44:18,revisado
2011-11-01,06:31:58,6.2,19.74,-109.31,15.0,"354 km al SUR de CABO SAN LUCAS, BCS",2011-11-01,12:31:58,revisado
2011-12-10,19:47:25,6.5,17.84,-99.96,54.0,"50 km al NOROESTE de ZUMPANGO DEL RIO, GRO",2011-12-11,01:47:25,revisado
2012-03-20,12:02:48,7.5,16.264,-98.457,18.0,"46 km al SUR de OMETEPEC, GRO",2012-03-20,18:02:48,revisado
2012-04-02,12:36:43,6.0,16.2948,-98.544,12.0,"45 km al SUROESTE de OMETEPEC, GRO",2012-04-02,17:36:43,revisado
2012-04-11,17:55:10,6.4,17.9217,-103.068,20.0,"79 km al OESTE de LA MIRA, MICH",2012-04-11,22:55:10,revisado
2012-04-12,02:05:59,6.0,28.7955,-113.414,15.0,"112 km al NORESTE de GUERRERO NEGRO, BCS",2012-04-12,07:05:59,revisado
2012-04-12,02:15:46,6.8,28.8278,-113.164,5.0,"130 km al NORESTE de GUERRERO NEGRO, BCS",2012-04-12,07:15:46,revisado
2012-05-01,11:37:58,5.6,18.2507,-101.085,51.1,"46 km al SUROESTE de CD ALTAMIRANO, GRO",2012-05-01,16:37:58,revisado
2012-08-08,21:34:33,5.5,19.5848,-109.165,10.0,"374 km al SUR de CABO SAN LUCAS, BCS",2012-08-09,02:34:33,revisado
2012-09-25,18:45:25,6.0,24.777,-110.234,11.2,"71 km al NORTE de LA PAZ, BCS",2012-09-25,23:45:25,revisado
2012-09-29,02:11:10,5.5,15.8823,-98.6685,16.9,"83 km al SUROESTE de PINOTEPA NACIONAL, OAX",2012-09-29,07:11:10,revisado
2012-10-08,01:26:21,5.7,25.155,-109.689,10.0,"99 km al SUROESTE de AHOME, SIN",2012-10-08,06:26:21,revisado
2012-11-15,03:20:22,6.1,18.1832,-100.529,45.4,"24 km al SURESTE de CD ALTAMIRANO, GRO",2012-11-15,09:20:22,revisado
2013-01-13,10:28:25,5.5,25.913,-110.32,15.0,"103 km al ESTE de LORETO, BCS",2013-01-13,16:28:25,revisado
2013-02-20,15:23:09,5.6,18.5043,-103.989,3.2,"46 km al SUROESTE de TECOMAN, COL",2013-02-20,21:23:09,revisado
2013-03-26,07:04:47,5.5,15.8608,-98.433,5.3,"67 km al SUROESTE de PINOTEPA NACIONAL, OAX",2013-03-26,13:04:47,revisado
2013-04-21,20:16:34,5.9,17.8568,-102.28,40.5,"13 km al SUROESTE de CD LAZARO CARDENAS, MICH",2013-04-22,01:16:34,revisado
2013-06-16,00:19:02,5.8,18.113,-99.2283,55.1,"24 km al SURESTE de CD DE HUITZUCO, GRO",2013-06-16,05:19:02,revisado
2013-08-21,07:38:29,6.0,16.7527,-99.5812,5.0,"21 km al OESTE de SAN MARCOS, GRO",2013-08-21,12:38:29,revisado
2013-10-19,12:54:55,6.3,26.0867,-110.461,14.1,"89 km al ESTE de LORETO, BCS",2013-10-19,17:54:55,revisado
2014-03-09,18:37:57,5.8,15.8347,-98.477,4.8,"72 km al SUROESTE de PINOTEPA NACIONAL, OAX",2014-03-10,00:37:57,revisado
2014-03-21,18:58:12,5.6,30.3902,-114.084,17.1,"101 km al SURESTE de SAN FELIPE, BC",2014-03-22,00:58:12,revisado
2014-04-18,09:27:21,7.2,17.011,-101.46,18.0,"61 km al SUROESTE de PETATLAN, GRO",2014-04-18,14:27:21,revisado
2014-05-08,12:00:14,6.5,16.986,-100.916,10.0,"40 km al SUROESTE de TECPAN, GRO",2014-05-08,17:00:14,revisado
2014-05-10,02:36:00,6.1,17.036,-100.893,10.0,"35 km al SUROESTE de TECPAN, GRO",2014-05-10,07:36:00,revisado
2014-05-21,05:06:15,5.8,17.1215,-95.0733,120.3,"28 km al NORTE de MATIAS ROMERO, OAX",2014-05-21,10:06:15,revisado
2014-05-24,03:24:46,5.7,16.2002,-98.4073,4.5,"41 km al SUROESTE de PINOTEPA NACIONAL, OAX",2014-05-24,08:24:46,revisado
2014-05-31,06:53:49,6.2,18.9967,-107.33,10.0,"283 km al SUROESTE de PUERTO VALLARTA, JAL",2014-05-31,11:53:49,revisado
2014-07-29,05:46:15,6.4,17.6988,-95.6373,117.2,"38 km al SUROESTE de ISLA, VER",2014-07-29,10:46:15,revisado
2014-09-06,14:22:58,5.9,18.687,-106.952,10.0,"259 km al OESTE de CIHUATLAN, JAL",2014-09-06,19:22:58,revisado
2014-09-08,15:30:38,5.5,16.1178,-98.3397,8.0,"39 km al SUROESTE de PINOTEPA NACIONAL, OAX",2014-09-08,20:30:38,revisado
2014-10-04,14:16:36,5.6,17.4185,-94.822,145.8,"53 km al SURESTE de SAYULA DE ALEMAN, VER",2014-10-04,19:16:36,revisado
2014-10-07,21:40:49,6.1,23.6963,-108.755,10.0,"120 km al NORESTE de SAN JOSE DEL CABO, BCS",2014-10-08,02:40:49,revisado
2014-10-11,11:46:02,5.6,16.027,-95.6517,10.0,"52 km al SUROESTE de SALINA CRUZ, OAX",2014-10-11,16:46:02,revisado
2015-01-12,01:57:27,5.5,15.3885,-93.4002,86.4,"39 km al SUROESTE de PIJIJIAPAN, CHIS",2015-01-12,07:57:27,revisado
2015-02-12,09:50:56,5.5,19.1608,-105.91,15.0,"142 km al OESTE de CIHUATLAN, JAL",2015-02-12,15:50:56,revisado
2015-02-22,08:23:13,6.2,18.643,-106.955,16.0,"260 km al SUROESTE de CIHUATLAN, JAL",2015-02-22,14:23:13,revisado
2015-04-28,13:56:54,5.6,17.0213,-95.1868,112.9,"23 km al NOROESTE de MATIAS ROMERO, OAX",2015-04-28,18:56:54,revisado
2015-06-28,10:54:41,5.6,16.5138,-94.896,88.2,"8 km al NOROESTE de UNION HIDALGO, OAX",2015-06-28,15:54:41,revisado
2015-08-05,04:13:24,5.8,16.0297,-93.9455,89.0,"21 km al SUROESTE de TONALA, CHIS",2015-08-05,09:13:24,revisado
2015-09-13,02:57:35,5.6,24.972,-109.429,10.0,"101 km al SUROESTE de LOS MOCHIS, SIN",2015-09-13,07:57:35,revisado
2015-09-13,03:14:09,6.6,25.0352,-109.533,8.2,"100 km al SUROESTE de LOS MOCHIS, SIN",2015-09-13,08:14:09,revisado
2015-09-30,12:25:54,5.5,17.8388,-101.523,49.5,"22 km al NORTE de ZIHUATANEJO, GRO",2015-09-30,17:25:54,revisado
2015-11-23,14:41:22,5.6,16.8895,-98.8985,25.6,"53 km al ESTE de SAN MARCOS, GRO",2015-11-23,20:41:22,revisado
2015-12-17,13:49:54,6.6,15.7558,-93.7005,91.4,"37 km al SUR de TONALA, CHIS",2015-12-17,19:49:54,revisado
2016-01-21,12:06:58,6.5,18.8158,-106.977,10.0,"258 km al OESTE de CIHUATLAN, JAL",2016-01-21,18:06:58,revisado
2016-04-10,02:11:20,5.5,15.7297,-96.347,37.3,"13 km al ESTE de S PEDRO POCHUTLA, OAX",2016-04-10,07:11:20,revisado
2016-05-05,17:27:07,5.5,18.7077,-106.873,5.0,"250 km al OESTE de CIHUATLAN, JAL",2016-05-05,22:27:07,revisado
2016-05-06,19:18:35,5.6,18.3317,-105.4,5.0,"134 km al SUROESTE de CIHUATLAN, JAL",2016-05-07,00:18:35,revisado
2016-05-08,02:33:59,6.0,16.323,-97.8773,7.4,"19 km al ESTE de PINOTEPA NACIONAL, OAX",2016-05-08,07:33:59,revisado
2016-06-01,21:23:07,5.6,18.1385,-105.698,6.2,"171 km al SUROESTE de CIHUATLAN, JAL",2016-06-02,02:23:07,revisado
2016-06-07,05:51:36,6.1,18.2838,-105.306,8.7,"131 km al SUROESTE de CIHUATLAN, JAL",2016-06-07,10:51:36,revisado
2016-06-07,05:57:59,5.5,18.4083,-105.349,11.6,"124 km al SUROESTE de CIHUATLAN, JAL",2016-06-07,10:57:59,revisado
2016-06-27,15:50:31,5.7,16.208,-98.003,4.4,"16 km al SURESTE de PINOTEPA NACIONAL, OAX",2016-06-27,20:50:31,revisado
2016-10-23,17:59:29,5.6,18.821,-104.742,13.5,"50 km al SUROESTE de CIHUATLAN, JAL",2016-10-23,22:59:29,revisado
2017-03-29,09:15:24,5.5,25.7805,-110.102,13.4,"94 km al OESTE de AHOME, SIN",2017-03-29,15:15:24,revisado
2017-05-20,01:02:12,5.6,17.4888,-105.463,10.0,"211 km al SUROESTE de MANZANILLO, COL",2017-05-20,06:02:12,revisado
2017-05-20,12:58:47,5.7,17.0312,-94.2065,148.0,"64 km al NOROESTE de CINTALAPA, CHIS",2017-05-20,17:58:47,revisado
2017-09-09,22:07:21,5.8,15.2322,-94.664,19.2,"120 km al SURESTE de SALINA CRUZ, OAX",2017-09-10,03:07:21,revisado
2017-09-18,09:19:14,5.8,15.2562,-94.7672,15.0,"112 km al SURESTE de SALINA CRUZ, OAX",2017-09-18,14:19:14,revisado
2017-09-19,13:14:39,7.1,18.3297,-98.6712,51.2,"8 km al NOROESTE de CHIAUTLA DE TAPIA, PUE",2017-09-19,18:14:39,revisado
2017-09-23,05:38:05,5.8,15.2525,-94.586,35.0,"122 km al SURESTE de SALINA CRUZ, OAX",2017-09-23,10:38:05,revisado
2017-09-23,07:53:01,6.1,16.496,-95.146,10.0,"9 km al SUROESTE de CD IXTEPEC, OAX",2017-09-23,12:53:01,revisado
2017-10-13,19:20:57,5.5,15.9478,-95.0472,57.2,"30 km al SURESTE de SALINA CRUZ, OAX",2017-10-14,00:20:57,revisado
2017-11-03,05:52:06,5.6,18.7108,-106.519,16.2,"214 km al SUROESTE de CIHUATLAN, JAL",2017-11-03,11:52:06,revisado
2018-01-19,10:17:45,6.3,26.6672,-111.079,16.1,"77 km al NORESTE de LORETO, BCS",2018-01-19,16:17:45,revisado
2018-02-09,08:05:48,5.9,18.9507,-104.809,3.5,"41 km al SUROESTE de CIHUATLAN, JAL",2018-02-09,14:05:48,revisado
2018-02-16,17:39:39,7.2,16.218,-98.0135,16.0,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",2018-02-16,23:39:39,revisado
2018-02-16,18:36:51,5.9,15.8438,-97.9887,24.3,"55 km al SUR de PINOTEPA NACIONAL, OAX",2018-02-17,00:36:51,revisado
2018-02-19,00:56:58,6.0,16.2477,-97.775,10.2,"31 km al SURESTE de PINOTEPA NACIONAL, OAX",2018-02-19,06:56:58,revisado
2018-04-11,02:30:38,5.5,15.5382,-95.0407,14.5,"73 km al SUR de SALINA CRUZ, OAX",2018-04-11,07:30:38,revisado
2018-06-29,22:56:49,5.9,18.879,-105.271,15.7,"84 km al SUROESTE de CIHUATLAN, JAL",2018-06-30,03:56:49,revisado
2018-07-19,08:31:55,5.9,17.7213,-97.8123,55.6,"10 km al SUROESTE de H HUAJUAPAN DE LEON, OAX",2018-07-19,13:31:55,revisado
2019-01-21,05:57:19,5.8,15.4165,-94.9038,18.7,"90 km al SURESTE de SALINA CRUZ, OAX",2019-01-21,11:57:19,revisado
2019-04-22,15:15:23,5.5,15.958,-98.6733,15.8,"79 km al SUROESTE de PINOTEPA NACIONAL, OAX",2019-04-22,20:15:23,revisado
2019-05-31,06:57:26,5.8,18.6877,-106.975,10.0,"261 km al OESTE de CIHUATLAN, JAL",2019-05-31,11:57:26,revisado
2019-08-12,15:39:35,5.5,15.9068,-93.8033,99.4,"21 km al SUR de TONALA, CHIS",2019-08-12,20:39:35,revisado
2019-08-14,16:35:18,5.8,20.4463,-109.265,15.3,"279 km al SUR de CABO SAN LUCAS, BCS",2019-08-14,21:35:18,revisado
2020-01-04,22:40:49,6.0,16.2527,-94.6173,80.8,"33 km al SURESTE de UNION HIDALGO, OAX",2020-01-05,04:40:49,revisado
2020-01-10,09:21:21,5.5,18.3913,-105.428,17.1,"131 km al SUROESTE de CIHUATLAN, JAL",2020-01-10,15:21:21,revisado
2020-03-06,21:52:02,5.6,31.6292,-114.327,8.3,"82 km al NORESTE de SAN FELIPE, BC",2020-03-07,03:52:02,revisado
2020-05-22,03:46:06,6.2,22.348,-108.011,5.0,"191 km al SUROESTE de MAZATLAN, SIN",2020-05-22,08:46:06,revisado
2020-06-23,10:29:03,7.4,15.8033,-96.1337,22.8,"4 km al NORTE de CRUCECITA, OAX",2020-06-23,15:29:03,revisado
2020-06-23,21:33:21,5.5,15.7488,-96.5613,12.0,"10 km al OESTE de S PEDRO POCHUTLA, OAX",2020-06-24,02:33:21,revisado
2020-07-23,22:19:51,5.7,15.3645,-96.0543,15.0,"46 km al SUR de CRUCECITA, OAX",2020-07-24,03:19:51,revisado
2021-03-19,21:06:31,5.7,16.4755,-98.9322,10.7,"60 km al SURESTE de SAN MARCOS, GRO",2021-03-20,03:06:31,revisado
2021-07-03,21:44:57,5.6,21.0463,-106.182,13.0,"108 km al NOROESTE de IXTAPA, JAL",2021-07-04,02:44:57,revisado
2021-07-31,10:39:18,5.5,27.57,-111.425,10.0,"65 km al SUROESTE de H GUAYMAS, SON",2021-07-31,15:39:18,revisado
2021-09-07,20:47:46,7.1,16.7553,-99.9533,15.0,"14 km al SUROESTE de ACAPULCO, GRO",2021-09-08,01:47:46,revisado
2021-09-23,11:47:53,5.6,23.0988,-107.986,10.0,"144 km al SUROESTE de LA CRUZ, SIN",2021-09-23,16:47:53,revisado
2021-12-13,01:03:07,5.5,15.4428,-92.22,178.2,"9 km al NORESTE de MOTOZINTLA, CHIS",2021-12-13,07:03:07,revisado
2021-12-22,17:22:57,6.0,18.7157,-107.161,10.0,"279 km al OESTE de CIHUATLAN, JAL",2021-12-22,23:22:57,revisado
2022-03-03,08:40:33,5.7,18.0908,-95.5727,123.1,"8 km al NOROESTE de ISLA, VER",2022-03-03,14:40:33,revisado
2022-03-05,21:29:20,5.6,16.7528,-95.2457,98.3,"25 km al SUROESTE de MATIAS ROMERO, OAX",2022-03-06,03:29:20,revisado
2022-09-19,13:05:09,7.7,18.2377,-103.269,12.1,"61 km al SUR de COALCOMAN, MICH",2022-09-19,18:05:09,revisado
2022-09-22,01:16:08,6.9,18.0108,-103.155,8.0,"85 km al SUR de COALCOMAN, MICH",2022-09-22,06:16:08,revisado
2022-10-02,14:00:23,5.8,23.8765,-108.814,16.0,"128 km al NORESTE de SAN JOSE DEL CABO, BCS",2022-10-02,19:00:23,revisado
2022-11-04,04:02:48,6.3,28.1503,-112.333,10.0,"90 km al NORTE de SANTA ROSALIA, BCS",2022-11-04,10:02:48,revisado
2022-11-22,10:39:05,6.2,30.6167,-116.393,10.0,"41 km al SUROESTE de VICENTE GUERRERO, BC",2022-11-22,16:39:05,revisado
2022-12-11,08:31:32,6.0,17.1298,-100.627,24.4,"10 km al SUR de TECPAN, GRO",2022-12-11,14:31:32,revisado
2023-03-01,22:40:44,5.8,16.1793,-94.5252,88.4,"46 km al SURESTE de UNION HIDALGO, OAX",2023-03-02,04:40:44,revisado
